n_true,profile,rep,N,n_exp,n_soe,n_exp_1s,beta_exp
0.95,fast,13,4794,0.8227873400546357,0.9452175291686417,0.9085168903793782,730.4442108048571
0.95,fast,14,5930,0.8166785119216957,0.9441446158460098,0.9120112205732217,741.7824986257506
0.95,fast,15,5935,0.7922127559383856,0.9506556778426424,0.9130721280041839,886.464778345538
0.95,fast,16,6293,0.8115638405783349,0.953321716697277,0.9192367877473953,828.7845549449138
0.95,fast,17,3525,0.7917350241750905,0.9233912854197047,0.8840405602559965,753.080961999672
0.95,fast,18,6013,0.8128917970371149,0.9541194728654657,0.9128362795160462,820.3037307611703
0.95,fast,19,6016,0.8151270342701967,0.949309903495837,0.9205413876738636,911.7155257678103
0.95,fast,20,5282,0.805823499732734,0.9391769779326542,0.9096187229832619,718.2208593841882
0.95,fast,21,5388,0.8122609140354704,0.9360746458164518,0.9117990046024553,729.4439000979448
0.95,fast,22,10607,0.8371445812781247,0.970580636746026,0.9449864512639271,877.0442728583266
0.95,fast,23,5109,0.8013920057913088,0.8397845775645632,0.9144715619392604,765.7266984125495
0.95,fast,24,3425,0.7736972824787577,0.9146060587950963,0.8747587677089738,821.8927605388182
0.95,fast,25,5338,0.7868268643066954,0.9392536049737019,0.9077537992652053,921.2180604451551
0.95,fast,26,8062,0.8280014573587208,0.9634354761636078,0.9281501573306378,817.5856107740173
0.95,fast,27,6040,0.8247019696542476,0.9432153879213718,0.9165718290065779,727.2168525585023
0.95,fast,28,4423,0.7969169263163047,0.9295436844209891,0.9010118999551319,764.7361537321991
0.95,fast,29,9051,0.844130869045895,0.9627914153987027,0.9361854091841111,766.5417829514438
0.95,balanced,0,3690,0.4193539356666708,0.885559409653261,0.6858111262920842,324.5916490016352
0.95,balanced,1,3585,0.4091246491484264,0.9026633235201761,0.6895683501288974,344.17675538135455
0.95,balanced,2,12413,0.40518147405568883,0.9682624841312992,0.8204764037888084,549.5984673073978
0.95,balanced,3,4592,0.4215457590148679,0.9553957441905548,0.7544921648336195,323.98138459633594
0.95,balanced,4,7494,0.40379252708919333,0.9596582486947842,0.754312315192,525.8942566385094
0.95,balanced,5,5523,0.42213871977116013,0.9484435241567113,0.7315400363350004,340.7012252681134
0.95,balanced,6,4297,0.4364215717095194,0.9303081172144653,0.7179374588978927,294.14723682911034
0.95,balanced,7,5676,0.4677948041704316,0.9688595330950343,0.8128740262196872,223.05494907359727
0.95,balanced,8,4662,0.4193857773369581,0.94977412118411,0.7369099041799123,375.2238967268087
0.95,balanced,9,6257,0.4237797108825506,0.9026480904117301,0.7181613681246728,403.9501961504105
0.95,balanced,10,6640,0.4121260354956138,0.9634091816950565,0.7552678510709642,464.05818661678666
0.95,balanced,11,6550,0.42236421745969027,0.9463188249309126,0.7666074513449673,347.55870661461205
0.95,balanced,12,3935,0.42455738738749604,0.9392714322608834,0.7255004077448273,328.71065115464296
0.95,balanced,13,5925,0.40900006012574613,0.9372040073899333,0.7459860066964601,388.6653928330346
0.95,balanced,14,3892,0.4114407109208437,0.9175341412852452,0.7051400787251325,328.37764382215914
0.95,balanced,15,5070,0.43054789895078316,0.9555850112091004,0.7544788384469819,379.7844033937172
0.95,balanced,16,5412,0.414018468272217,0.9192145543353634,0.7277007062994822,353.07286088407596
0.95,balanced,17,4141,0.4187296655506718,0.9396047613049497,0.7130233705559726,260.85650347124357
0.95,balanced,18,5595,0.39928027183291587,0.9394045744697856,0.7478355766261019,425.16331255499114
0.95,balanced,19,4592,0.41782205822516083,0.9555373107254956,0.7267614901342008,357.0741561459991
0.95,balanced,20,3579,0.411167610348138,0.8955466065113937,0.7130078158423084,390.7172403801538
0.95,balanced,21,6020,0.39631264150351453,0.9495464924079007,0.757781891331338,450.4029983033598
0.95,balanced,22,4964,0.439116681241905,0.9422271255506558,0.7592039349125058,282.6986421391259
0.95,balanced,23,7767,0.42131731005990497,0.9534214911944627,0.7766757649831539,425.2271695064859
0.95,balanced,24,4520,0.43969683897623574,0.8799710955458286,0.7265900243250294,281.7223121866982
0.95,balanced,25,5345,0.43996590021443444,0.94867108289046,0.7413781709589519,283.9671170747021
0.95,balanced,26,6456,0.43382300144894487,0.9522312148225545,0.750270957657958,349.19855203582966
0.95,balanced,27,4078,0.43722764392675645,0.9090436357318225,0.7153385616478048,310.1239530743039
0.95,balanced,28,4833,0.41720519830304353,0.8881687583486328,0.7017028748962699,318.7908946338624
0.95,balanced,29,5107,0.4310165894678621,0.9401570112504947,0.7318077338106983,292.3457530602479
0.95,slow,0,5190,0.6965390095371791,0.9541600931310623,0.780800717306843,0.558940044156514
0.95,slow,1,3863,0.778266603385049,0.9630984299975376,0.8234068015827566,0.46521622803735746
0.95,slow,2,3286,0.13838500182990812,0.8469262049061147,0.42293869009208757,43.5324637193394
0.95,slow,3,4162,0.3060816533020742,0.8982144415601961,0.6328289028938592,3.8784638928124484
0.95,slow,4,4548,0.8323991352404854,0.958555868157354,0.8687558697912852,0.2649703166563431
0.95,slow,5,4745,0.3471061324138471,0.9305223842535383,0.8049500253746668,4.709643475974915
0.95,slow,6,2951,0.43953940463714575,0.9142102354730323,0.6157523674476345,1.2183576279403345
0.95,slow,7,6571,0.8933475234947384,0.9618555369200938,0.9005977741729193,0.17388287467128077
0.95,slow,8,3982,0.8883788810777744,0.9647075039378167,0.8967291695322662,0.1460245956186679
0.95,slow,9,4779,0.10908203297906022,0.9128685249767301,0.6125203024083491,99.78184837076334
0.95,slow,10,4371,0.23988398577712672,0.9603952712094822,0.7103239922538698,12.688957937252077
0.95,slow,11,4739,0.1277818922403716,0.9043044729488249,0.5159021843821776,47.29737894749562
0.95,slow,12,3903,0.25726725868651584,0.9254597079428677,0.706307201010841,7.834051839817015
0.95,slow,13,3676,0.25225456248651346,0.9092615114423273,0.7102385118993735,8.53332865351861
0.95,slow,14,3289,0.19577881539226916,0.8603866204107277,0.4898342281291895,15.40188110245836
0.95,slow,15,3130,0.22569538733657,0.8581438757568827,0.6137377031778496,10.425474415084958
0.95,slow,16,5070,0.8170607887553365,0.9627826782254898,0.8427460610890212,0.25157133959301864
0.95,slow,17,5319,0.15028701826724142,0.8881152838079592,0.6210312044694046,31.221419210906696
0.95,slow,18,4576,0.1552537886738372,0.9348125122336591,0.7219461917188452,36.44889902904854
0.95,slow,19,2682,0.3996902489322404,0.9047932155298617,0.708221586076133,2.0651539469549314
0.95,slow,20,4872,0.6860877889874593,0.9361725816188731,0.770396986055573,0.5060552307359993
0.95,slow,21,4990,0.6667139889259136,0.957458739089571,0.7756509269506177,0.6761818521643846
0.95,slow,22,4584,0.1826230394513369,0.9065160722254421,0.6435337314805679,19.72867219495984
0.95,slow,23,3989,0.7539056049684087,0.9522517068579359,0.8096187450352571,0.41921901497315495
0.95,slow,24,4729,0.6924887999478909,0.9390499323234558,0.7438082996248125,0.44093592528441
0.95,slow,25,3230,0.21117794884954258,0.9618013245434137,0.8507259905037718,14.97439291253701
0.95,slow,26,3706,0.703237013071097,0.9402802090728878,0.8067698638269897,0.41016561109395894
0.95,slow,27,4833,0.2745597981980126,0.9138069413481373,0.6615287558647736,7.897864324475258
0.95,slow,28,4946,0.8733213533550105,0.9743233999298527,0.891572840386198,0.2149006135282576
0.95,slow,29,3751,0.7019517823377026,0.9529634954880374,0.7571692011250116,0.5380526130421175
